# RFI station list — official station names, the single source shared by iOS and backend.
#
# Source:    https://iechub.rfi.it/ArriviPartenze/ — the <select name="PlaceId"> station picker,
#            RFI's own authoritative list (same ids the live monitor uses).
# Extracted: 2026-08-31
# Entries:   2435 at extraction time.
#
# THIS IS A DATED SNAPSHOT, NOT A PERPETUAL TRUTH. Nothing guarantees RFI's
# list is stable, so the entry count is not a constant to rely on. Never assert
# the count in a test — assert properties (uniqueness, injectivity, known
# anchors). A count assertion proves nothing while it passes and breaks on any
# upstream change.
#
# Names are RFI's, verbatim, with ONE typographic normalization: where RFI
# types a backtick standing in for an apostrophe, it becomes an apostrophe
# (so "CITTA DI CASTELLO" carries a real apostrophe after CITTA).
# Structure is never touched — spacing, hyphens and slashes stay as RFI writes
# them. Regenerate with tools/generate-rfi-stations-tsv.mjs; never hand-edit.
#
# placeId	name
243	GENOVA BOLZANETO
244	GENOVA BORZOLI
245	GENOVA BRIGNOLE
248	GENOVA CORNIGLIANO
249	GENOVA COSTA DI SESTRI PONENTE
251	GENOVA GRANARA
254	GENOVA NERVI
256	GENOVA PEGLI
257	GENOVA PIAZZA PRINCIPE
255	GENOVA PIAZZA PRINCIPE SOTTERRANEA
258	GENOVA PONTEDECIMO
259	GENOVA PRA
260	GENOVA QUARTO DEI MILLE
261	GENOVA QUINTO AL MARE
262	GENOVA RIVAROLO
204	GENOVA S.BIAGIO
263	GENOVA SAMPIERDARENA
266	GENOVA SESTRI PONENTE AEROPORTO
267	GENOVA STURLA
269	GENOVA VESIMA
203	GENOVA VIA DI FRANCIA
270	GENOVA VOLTRI
5045	GERMAGNANO
1425	GHEDI
1426	GHEMME
1427	GHISLARENGO
1428	GHIVIZZANO-COREGLIA
1429	GIACHERY
1430	GIAMPILIERI
1431	GIAROLE
1432	GIARRE RIPOSTO
1433	GIAVE
1434	GINOSA
1435	GIOIA DEL COLLE
67	GIOIA TAURO
68	GIOIOSA JONICA
1436	GIOJOSA MAREA
1437	GIOVINAZZO
1438	GIUGLIANO QUALIANO
1439	GIULIANOVA
69	GIZZERIA LIDO
1442	GLORIE
1443	GODO
1383	GOLFO ARANCI
1444	GONZAGA-REGGIOLO
3408	GORGO AL MONTICANO
1445	GORIANO SICOLI
1446	GORIZIA CENTRALE
1447	GOZZANO
1451	GRAGNOLA
1452	GRAMMICHELE
1453	GRANAIOLO
1454	GRANAROLO FAENTINO
1456	GRASSANO-GARAGUSO-TRICARICO
1457	GRAVELLONA TOCE
1458	GRAVINA IN PUGLIA
1459	GRECCIO
1460	GRICIGNANO-TEVEROLA
1462	GRIGNASCO
1463	GRIGNO
1464	GRISIGNANO DI ZOCCO
70	GRISOLIA S.MARIA
1465	GRIZZANA
1467	GROPELLO CAIROLI
1468	GROSSETO
1469	GROTTAGLIE
1470	GROTTAMMARE
1471	GROTTE
1472	GROTTE S.STEFANO
3166	GRUGLIASCO
1473	GRUMELLO DEL MONTE
1474	GRUMO APPULA
1475	GUALDO TADINO
71	GUARDAVALLE
1384	GUARDIA MANGANO S.VENERINA
72	GUARDIA PIEMONTESE TERME
3616	GUIDONIA-MONTECELIO
1482	HONE-BARD
1483	IGEA MARINA
1484	IGLESIAS
1485	IL NETO
5447	ILCI-PIAN DEI MORI
1487	IMOLA
4501	IMPERIA
1488	INCISA
1489	INCISA SCAPACCINO
1490	INCORONATA
1492	INDUNO OLONA
3427	IPOGEO DEGLI OTTAVI
1497	ISERNIA
1499	ISOLA D'ASTI
274	ISOLA DEL CANTONE
1501	ISOLA DELLA SCALA
1500	ISOLA DELLE FEMMINE
1502	ISOLA LIRI
1503	ISOLETTA-S.GIOVANNI INCARICO
1504	ISPICA
1506	ISTRANA
1507	ITRI
1508	IVREA
1509	JESI
74	JOPPOLO
1510	L'AQUILA
3174	L'AQUILA CAMPO DI PILE
2917	L'AQUILA S.GREGORIO
2901	L'AQUILA SASSA NUCLEO SVILUPPO
1511	LA BRIGUE
5413	LA DOGANA
1512	LA FIORA
1513	LA GIUSTINIANA
4043	LA RUSTICA CITTA'
1515	LA RUSTICA UIR
1516	LA SALLE
275	LA SPEZIA CENTRALE
1517	LA SPEZIA MIGLIARINA
1519	LA STORTA
1520	LABICO
1521	LABRO MOGGIO
1071	LADISPOLI-CERVETERI
276	LAIGUEGLIA
1525	LAIVES
1526	LAMA
1527	LAMA DI RENO
1528	LAMBRINIA
75	LAMEZIA TERME CENTRALE
76	LAMEZIA TERME NICASTRO
77	LAMEZIA TERME SAMBIASE
1529	LANA-POSTAL
1530	LANCENIGO
1531	LANUVIO
1532	LANZARA FIMIANI
5044	LANZO TORINESE
1534	LARINO
2865	LASCARI
4031	LASTRA A SIGNA
1537	LATERINA
1538	LATIANO
1539	LATINA
1540	LATISANA LIGNANO-BIBIONE
1541	LAURIANO
277	LAVAGNA
1542	LAVENO MOMBELLO
1543	LAVEZZOLA
1545	LAVIS
3449	LE CURE
3534	LE PIAGGE
1549	LECCE
1550	LECCO
1551	LECCO MAGGIANICO
1552	LEGGIUNO MONVALLE
1553	LEGNAGO
1554	LEGNANO
1555	LENDINARA
1557	LENTINI
1558	LENTINI DIRAMAZIONE
2154	LEONFORTE-PIRATO
2595	LERCARA DIRAMAZIONE
1561	LERINO
1562	LESA
1563	LESEGNO
1565	LESMO
1566	LETOJANNI
1567	LEVADA
278	LEVANTO
895	LEVATA
3595	LEVATE
1568	LEVICO TERME
1572	LICATA
1573	LIDO DI CLASSE-LIDO DI SAVIO
1574	LIDO DI LAVINIO
1575	LIERNA
1576	LIMONE
1580	LISON
1581	LISSONE-MUGGIO'
1582	LIVORNO CENTRALE
1570	LIVORNO FERRARIS
279	LOANO
1583	LOCATE TRIULZI
78	LOCRI
1584	LODI
2326	LOLLI
1585	LOMELLO
1586	LONATO
1587	LONGARONE ZOLDO
79	LONGOBARDI
1588	LONIGO
1589	LOREO
1590	LORETO
5170	LOSA
1591	LUCCA
1592	LUGO
1593	LUINO
1594	LUMIGNACCO
1597	LUNGHEZZA
1598	LUNI
1600	LUSERNA S. GIOVANNI
1602	MACCARESE-FREGENE
1603	MACERATA
3576	MACERATA FONTESCODELLA
3206	MACERATA UNIVERSITA'
1605	MACHERIO SOVICO
1604	MACHERIO-CANONICA
1606	MACOMER
1608	MADDALONI INFERIORE
3372	MADIGNANO
1614	MADONNA DEL PILONE
1617	MAERNE DI MARTELLAGO
1618	MAGENTA
1619	MAGIONE
1620	MAGLIANA
1621	MAGLIANO CRAVA MOROZZO
1623	MAGRE'-CORTACCIA
1626	MALEO
1628	MALTIGNANO DEL TRONTO
280	MANAROLA
80	MANDATORICCIO CAMPANA
1632	MANDELLO DEL LARIO
1634	MANERBIO
1635	MANFREDONIA
3171	MANFREDONIA OVEST
1636	MANIAGO
1637	MANOPPELLO
1638	MANTA
1639	MANTOVA
1744	MANTOVA FRASSINE
1640	MANZANO
1641	MANZIANA-CANALE MONTERANO
1643	MARANO TICINO
1642	MARANO VICENTINO
81	MARATEA
1644	MARAUSA
1645	MARCARIA
2026	MARCELLINA-PALOMBARA
82	MARCELLINA-VERBICARO-ORSOMARSO
83	MARCELLINARA
1647	MARCIANISE
554	MARCONI
1648	MARECHIARO
2313	MAREDOLCE
1649	MARGARITA
1650	MARIANOPOLI
1652	MARINA DI CERVETERI
85	MARINA DI MARATEA
86	MARINA DI S.LORENZO
1653	MARINELLA
1654	MARINO DEL TRONTO-FOLIGNANO
1655	MARINO LAZIALE
1658	MARMORE
1659	MAROTTA-MONDOLFO
1660	MARRADI-PALAZZUOLO SUL SENIO
1661	MARRUBIU-TERRALBA-ARBOREA
1662	MARSALA
5445	MARSCIANO
3250	MARTINSICURO
1664	MARZABOTTO
1666	MARZOCCA
1667	MASCALI
1670	MASSA CENTRO
5452	MASSA MARTANA
1673	MASSAFRA
1674	MASSALOMBARDA
1675	MASSAROSA BOZZANO
1677	MATELICA
5042	MATHI
1679	MATRICE-MONTAGANO-S.GIOVANNI IN GALDO
1681	MAZARA DEL VALLO
1682	MEDE
1683	MEDESANO
1684	MEDUNO
1686	MEINA
1687	MELANO MARISCHIO
282	MELE
1688	MELEGNANO
1689	MELFI
87	MELITO DI PORTO SALVO
1690	MELZO
1691	MEOLO
1692	MERANA
1693	MERANO
1694	MERANO-MAIA BASSA
2083	MERCATELLO
1695	MERCATO S.SEVERINO
1696	MERCENASCO
1697	MERGOZZO
1699	MESAGNE
1700	MESSINA CENTRALE
1703	MESTRINO
88	METAPONTO
1704	MEZZANI RONDANI
1705	MEZZANO
5172	MEZZENILE
1706	MEZZOCORONA
1727	MIGNANO MONTE LUNGO
1728	MILANO CENTRALE
1708	MILANO CERTOSA
3468	MILANO DATEO
3169	MILANO FORLANINI
1711	MILANO GRECO PIRELLI
1712	MILANO LAMBRATE
1713	MILANO LANCETTI
1715	MILANO PORTA GARIBALDI
1714	MILANO PORTA GARIBALDI SOTTERRANEA
1716	MILANO PORTA GENOVA
1723	MILANO PORTA VENEZIA
1718	MILANO PORTA VITTORIA
1719	MILANO REPUBBLICA
1720	MILANO ROGOREDO
58	MILANO ROMOLO
1721	MILANO S.CRISTOFORO
1717	MILANO SCALO ROMANA
3251	MILANO TIBALDI UNIVERSITA' BOCCONI
3099	MILANO VILLAPIZZONE
1729	MILAZZO
89	MILETO
3152	MILI MARINA
1730	MILITELLO
1735	MINERVINO MURGE
1736	MINTURNO-SCAURI
1737	MINUCCIANO-PIEVE-CASOLA
1738	MIRA MIRANO
1739	MIRADOLO TERME
1740	MIRAMARE
1741	MIRANDOLA
90	MIRTO CROSIA
1743	MISANO ADRIATICO
1745	MODANE
1746	MODANE FOURNEAUX
1747	MODENA
1748	MODICA
3197	MODUGNO
1753	MOGLIANO VENETO
1754	MOIANA
5076	MOIMACCO
1756	MOLA DI BARI
284	MOLARE
1757	MOLFETTA
1758	MOLINA-CASTELVECCHIO SUBEQUO
1760	MOLINO DEL PALLONE
1761	MOLTENO
1762	MOMBALDONE-ROCCAVERANO
1763	MOMBARUZZO
1764	MOMO
91	MONASTERACE-STILO
1765	MONCALIERI
2637	MONCALIERI SANGONE
1766	MONCALVO
1769	MONDOVI'
285	MONEGLIA
1770	MONFALCONE
1771	MONGARDINO
92	MONGRASSANO-CERVICATI
1773	MONGUELFO-VALLE DI CASIES
1774	MONOPOLI
1448	MONSAMPOLO DEL TRONTO
1776	MONSELICE
1777	MONTAGNANA
1778	MONTAGUTO PANNI
1779	MONTALE AGLIANA
1781	MONTALTO DI CASTRO
1784	MONTANARO
1787	MONTE ANTICO
1790	MONTE S.BIAGIO-TERRACINA MARE
1791	MONTEBELLO
1792	MONTEBELLUNA
1793	MONTECALVO-BUONALBERGO-CASALBORE
1794	MONTECARLO S.SALVATORE
1795	MONTECAROTTO-CASTELBELLINO
5426	MONTECASTELLI
5425	MONTECASTELLI PONTE TEVERE
5455	MONTECASTRILLI
1796	MONTECATINI CENTRO
1797	MONTECATINI TERME-MONSUMMANO
1798	MONTECHIARO D'ASTI
1799	MONTECHIARO DENICE
5429	MONTECORONA
1800	MONTECORVINO
1801	MONTECOSARO
1803	MONTEFIASCONE
1804	MONTEFREDANE
94	MONTEGIORDANO
1805	MONTEGROSSO
1808	MONTELLO GORLAGO
1809	MONTELUPO CAPRAIA
1810	MONTEMAGGIORE BELSITO
1812	MONTEMARCIANO
1814	MONTENERO PETACCIATO
95	MONTEPAONE-MONTAURO
1816	MONTEPESCALI
1817	MONTEPRANDONE
1818	MONTEPULCIANO
1819	MONTEREALE VALCELLINA
1821	MONTERONI D'ARBIA
286	MONTEROSSO
1823	MONTEROSSO MARCHE
1824	MONTEROTONDO-MENTANA
1825	MONTESANTO
1826	MONTESILVANO
1827	MONTEU DA PO
1828	MONTEVARCHI TERRANUOVA
1830	MONTI TELTI
1832	MONTICELLI D'ONGINA
1833	MONTICELLO D'ALBA
1834	MONTIGLIO MURISENGO
1835	MONTIRONE
1837	MONTORO FORINO
1838	MONTORO SUPERIORE
1839	MONTORSI
1841	MONZA
1842	MONZA SOBBORGHI
1843	MONZONE-MONTE DEI BIANCHI-ISOLANO
1844	MONZUNO-VADO
1845	MORANO SUL PO
1846	MORBEGNO
1848	MORENGO BARIANO
1851	MORGEX
1852	MORI
1853	MORNAGO CIMBRO
1854	MOROLO
1856	MORREA-CASTRONOVO-RENDINARA
1857	MORROVALLE MONTE S.GIUSTO
1858	MORTARA
1859	MOSCIANO S.ANGELO
1860	MOSSA
3409	MOTTA DI LIVENZA
1863	MOTTA S.DAMIANO
96	MOTTA S.GIOVANNI LAZZARO
2317	MOZIA-BIRGI
1865	MOZZECANE
287	MULINETTI
1868	MURATELLA
1869	MURLO
783	MUSIANO-PIAN DI MACINA
1871	MUSSOTTO
1872	MUZZANA DEL TURGNANO
4020	NAPOLI AFRAGOLA
3611	NAPOLI AFRAGOLA PES
1873	NAPOLI CAMPI FLEGREI
1888	NAPOLI CENTRALE
1874	NAPOLI GIANTURCO
1876	NAPOLI MERGELLINA
1877	NAPOLI MONTESANTO
1878	NAPOLI PIAZZA AMEDEO
1879	NAPOLI PIAZZA CAVOUR
1880	NAPOLI PIAZZA GARIBALDI
1881	NAPOLI PIAZZA LEOPARDI
1882	NAPOLI S.GIOVANNI BARRA
1889	NARNI AMELIA
1893	NAVACCHIO
1894	NEIVE
2775	NEPEZZANO-PIANO D'ACCIO
1895	NERA MONTORO
1896	NETTUNO
1897	NIBBIA
5427	NICCONE
1898	NICHELINO
1899	NICORVO
97	NICOTERA
1901	NISCEMI
1902	NIZZA DI SICILIA
1903	NIZZA MONFERRATO
1904	NOALE-SCORZE'
1905	NOCERA INFERIORE
1906	NOCERA INFERIORE MERCATO
1907	NOCERA SUPERIORE
98	NOCERA TIRINESE
1908	NOCERA UMBRA
1909	NOCETO
1910	NOGARA
1911	NOLA
5040	NOLE
1912	NONE
1913	NOTARESCO
1914	NOTO
99	NOVA SIRI ROTONDELLA
1917	NOVARA
1918	NOVARA-MONTALBANO-FURNARI
1919	NOVATE-MEZZOLA
288	NOVI LIGURE
1922	NOZZANO
1923	NUCETTO
1924	NUOVO SALARIO
1925	NUS
1927	OCCHIOBELLO
3407	ODERZO
1929	OFFIDA CASTEL DI LAMA
1930	OGGIONO
2278	OGNINA PES
1931	OLBIA
3231	OLBIA TERRANOVA
1933	OLCENENGO
1934	OLCIO
1935	OLEGGIO
1936	OLEVANO
3426	OLGIATA
1937	OLGIATE-CALCO-BRIVIO
1939	OLIVERI TINDARI
290	OLIVETTA S.MICHELE
1940	OLMENETA
3403	OLMI SPERCENIGO
1941	OMEGNA
1942	OMEGNA-CRUSINALLO
101	OMIGNANO SALENTO
1943	ORA
1944	ORBETELLO-MONTE ARGENTARIO
1946	ORDONA
1947	ORIA
1948	ORICOLA-PERETO
1949	ORIO LITTA
1950	ORIOLO
1952	ORISTANO
1953	ORMEA
1954	ORNAVASSO
3520	ORSA
1955	ORSAGO
1956	ORSARA DI PUGLIA
1957	ORTA MIASINO
1958	ORTANOVA
1959	ORTE
1960	ORTONA
1961	ORVIETO
1962	OSCHIRI
1963	OSIMO CASTELFIDARDO
1964	OSNAGO
1965	OSOPPO
1968	OSPEDALETTO EUGANEO
1969	OSPEDALETTO LODIGIANO
1972	OSPITALE DI CADORE
1973	OSPITALETTO MANTOVANO
1974	OSPITALETTO TRAVAGLIATO
1210	OSTERIA NUOVA
1976	OSTIA PARMENSE
1977	OSTIGLIA
1978	OSTUNI
1979	OTTAVIA
1981	OULX CESANA CLAVIERE SESTRIERE
292	OVADA
1982	OVIGLIO
1983	OZIERI CHILIVANI
3516	OZZANO DELL'EMILIA
1985	OZZANO MONFERRATO
1986	OZZANO TARO
1994	PABILLONIS
1995	PACE DEL MELA
1996	PACECO
1998	PADERNO ROBBIATE
1999	PADIGLIONE
2000	PADOVA
2004	PADULI SUL CALORE
2005	PAESE
2006	PAESE CASTAGNOLE
104	PAESTUM
2007	PAGANI
2008	PAGANICA
2009	PALAGIANELLO
2010	PALAGIANO CHIATONA
2011	PALAGIANO MOTTOLA
5431	PALAZZACCIA
3462	PALAZZO REALE-ORLEANS
2014	PALAZZOLO DELLO STELLA
2015	PALAZZOLO SULL'OGLIO
2016	PALAZZOLO VERCELLESE
2017	PALENA
3463	PALERMO AEROPORTO
1990	PALERMO BRANCACCIO
897	PALERMO CARDILLO
2018	PALERMO CENTRALE
3176	PALERMO DE GASPERI
1368	PALERMO FRANCIA
2332	PALERMO GUADAGNA
2804	PALERMO LA MALFA
3259	PALERMO LIBERTA'
1992	PALERMO NOTARBARTOLO
2531	PALERMO S.LORENZO
3177	PALERMO SFERRACAVALLO
2871	PALERMO TOMMASO NATALE
3033	PALERMO VESPRI
2019	PALESTRO
2020	PALIDANO
105	PALIZZI
2021	PALLANZENO
2023	PALMA S.GENNARO
2024	PALMANOVA
106	PALMI
4042	PALMIRO TOGLIATTI
2027	PALOMBINA
2031	PANTANELLA
2032	PANTIERE DI CASTELBELLINO
107	PAOLA
5443	PAPIANO
2033	PARABIAGO
3401	PARATICO SARNICO
4026	PARCO LEONARDO
108	PARGHELIA
2035	PARMA
2036	PARONA LOMELLINA
2037	PARTINICO
2038	PASSIGNANO SUL TRASIMENO
2082	PASTENA
2040	PATERNO-S.PELINO
2044	PATTI-S.PIERO PATTI
2045	PAULILATINO
2046	PAVIA
2301	PAVIA PORTA GARIBALDI
2047	PAVONA
802	PC CALDIERO
1250	PC DOLCE'
2067	PC MEANA
2080	PEDASO
2081	PEDEROBBA CAVASO POSSAGNO
2084	PELLEZZANO
2085	PENANGO
2086	PERAROLO DI CADORE
723	PERCA-PLAN DE CORONES
2088	PERGINE
2089	PERGOLA
2090	PERI
2092	PERUGIA
4084	PERUGIA CAPITINI
5458	PERUGIA PALLOTTA
2093	PERUGIA PONTE S.GIOVANNI
5459	PERUGIA S.ANNA
3474	PERUGIA SILVESTRINI
3475	PERUGIA UNIVERSITA'
2094	PESARO
2096	PESCARA
2097	PESCARA PORTA NUOVA
47	PESCARA S.MARCO
3057	PESCARA TRIBUNALE
2099	PESCHIERA DEL GARDA
2100	PESCIA
2101	PESCINA
2102	PESCOCANALE
2103	PESCOLANCIANO-CHIAUCI
5171	PESSINETTO
2105	PESSIONE
2106	PETROSINO STRASATTI
2107	PETTENASCO
2109	PETTORANO SUL GIZIO
2111	PIACENZA
2112	PIADENA
3414	PIAN DEL MUGNONE
5448	PIAN DI PORTO
3523	PIAN DI VENOLA
2116	PIANA
2117	PIANA BELLA DI MONTELIBRETTI
2120	PIANEROTTOLO D'ARIANO
2121	PIANFEI
2123	PIANO D'ORTA BOLOGNANO
294	PIANO ORIZZONTALE DEI GIOVI
2125	PIANORO
2126	PIANZANO
2127	PIAZZA AL SERCHIO
2283	PICANELLO
2129	PICERNO
3450	PIEDIMONTE-VILLA S.LUCIA-AQUINO
2131	PIEDIMULERA
5430	PIERANTONIO
295	PIETRA LIGURE
296	PIETRABISSARA
2133	PIETRAGALLA
2134	PIETRARSA-S.GIORGIO A CREMANO
2135	PIETRASANTA
2137	PIETRELCINA
2138	PIEVE ALBIGNOLA
1749	PIEVE EMANUELE
297	PIEVE LIGURE
3350	PIEVE VERGONTE
2141	PIEVETTA
2142	PIGNATARO MAGGIORE
2143	PINAROLO PO
2144	PINEROLO
29	PINEROLO OLIMPICA
2145	PINETO ATRI
2146	PINZANO
2147	PIOLTELLO LIMITO
2148	PIOMBINO
2149	PIOMBINO DESE
2150	PIOMBINO MARITTIMA
2151	PIONA
2152	PIOPPE DI SALVARO
3439	PIRAINETO
2156	PISA CENTRALE
2157	PISA/BINARI PISA S.ROSSORE
5270	PISCILLE
2158	PISCINA DI PINEROLO
111	PISCIOTTA PALINURO
2160	PISTICCI
2161	PISTOIA
2162	PISTOIA OVEST
2163	PITECCIO
1596	PIZZALE-LUNGAVILLA
2164	PIZZIGHETTONE
112	PIZZO
2166	PLOAGHE
1080	PM CHAMBAVE
57	PM ECCELLENTE
61	PM FEROLETO ANTICO PIANOPOLI
66	PM GABELLA GRANDE
73	PM ISOLA CAPO RIZZUTO
1505	PM ISPRA
93	PM MONTALTO ROSE
1836	PM MONTJOVET
2306	PM QUART
147	PM S.LEONARDO DI CUTRO
148	PM S.MAURO LA BRUCA
168	PM THURIO
2186	POCAPAGLIA
2187	POGGIBONSI-S.GIMIGNANO
2189	POGGIO FIDONI
2190	POGGIO IMPERIALE
2191	POGGIO MIRTETO
2192	POGGIO RENATICO
2193	POGGIO RUSCO
2188	POGGIO-CAREGGINE-VAGLI
2195	POGGIRIDENTI-TRESIVIO-PIATEDA
2197	POLESELLA
113	POLICASTRO BUSSENTINO
114	POLICORO TURSI
2198	POLIGNANO A MARE
2199	POLLENZA
2200	POLLINA-S.MAURO CASTELVERDE
2202	POMEZIA-S.PALOMBA
2203	POMPEI
2204	PONT-SAINT-MARTIN
2205	PONTASSIEVE
2206	PONTE A ELSA
2207	PONTE A MORIANO
2208	PONTE A TRESSA
2209	PONTE ALBANITO
2210	PONTE CASALDUNI
2211	PONTE D'ADDA
2212	PONTE D'ADIGE
2213	PONTE DELLA VENTURINA
2297	PONTE DI NONA
3406	PONTE DI PIAVE
5268	PONTE FELCINO
2215	PONTE GALERIA
2216	PONTE GARDENA-LAION
2217	PONTE GINORI
2218	PONTE IN VALTELLINA
2219	PONTE NELLE ALPI POLPET
5434	PONTE PATTOLI
2222	PONTE S.MARCO-CALCINATO
2223	PONTE S.PIETRO
3153	PONTE S.STEFANO
3154	PONTE SCHIAVO
5438	PONTE VALLECEPPI
2224	PONTEBBA
2225	PONTECAGNANO
2226	PONTECCHIO MARCONI
2228	PONTECURONE
2229	PONTEDERA CASCIANA TERME
2230	PONTELAGOSCURO
2232	PONTENURE
298	PONTETTO
2233	PONTI
2234	PONTICINO
2235	PONTIDA
2236	PONTREMOLI
2240	POPOLANO DI MARRADI
2241	POPOLI VITTORITO
2242	POPULONIA
2243	PORCARI
2244	PORDENONE
2245	PORRETTA  TERME
2246	PORTACOMARO
2247	PORTICI-ERCOLANO
2250	PORTO CERESIO
2251	PORTO D'ASCOLI
2252	PORTO DI VASTO
2253	PORTO EMPEDOCLE
3230	PORTO EMPEDOCLE SUCCURSALE
2254	PORTO RECANATI
2255	PORTO S.ELPIDIO
2256	PORTO S.GIORGIO FERMO
2257	PORTO TORRES
2258	PORTO TORRES MARITTIMA
2260	PORTO VALTRAVAGLIA
2261	PORTOGRUARO CAORLE
2262	PORTOMAGGIORE
2264	POSSIDENTE
2265	POSTIOMA
2266	POTENZA CENTRALE
2267	POTENZA MACCHIA ROMANA
2070	POTENZA PICENA MONTELUPONE
2268	POTENZA SUPERIORE
426	POTENZA UNIVERSITA'
2270	POVO-MESIANO
2271	POZZALLO
300	POZZOLO FORMIGARO
2272	POZZUOLI SOLFATARA
380	POZZUOLO MARTESANA
2273	PRACCHIA
115	PRAJA AJETA TORTORA
301	PRASCO CREMOLINO
2275	PRATA CAMPORTACCIO
2276	PRATA PRATOLA
2277	PRATIGNONE
356	PRATO BORGONUOVO
2279	PRATO CENTRALE
2280	PRATO PORTA AL SERRAGLIO
2281	PRATO SESIA
2285	PRATOLA PELIGNA
2284	PRATOLA PELIGNA SUPERIORE
2286	PRE'-SAINT-DIDIER
2287	PREGANZIOL
381	PREGNANA MILANESE
2290	PREMOSELLO CHIOVENDA
5437	PRETOLA
2291	PREZZA
2292	PRIMOLANO
2293	PRIOLA
2294	PRIOLO MELILLI
2298	PRIVERNO FOSSANOVA
2305	QUARONA
2308	QUARTO D'ALTINO
2309	QUARTO DI MARANO
4033	QUATTRO VENTI
1243	QUATTRO VILLE
2310	QUERCIANELLA-SONNINO
2311	QUERO VAS
304	QUILIANO-VADO LIGURE
2314	RACALMUTO
2315	RACCONIGI
2318	RAGUSA
2319	RAGUSA IBLA
2320	RAIANO
5435	RAMAZZANO
5424	RANCHI
305	RAPALLO
2323	RAPOLANO TERME
3521	RASTIGNANO
2327	RAVENNA
2329	RECALE
306	RECCO
2330	REDIPUGLIA
1305	REGGIO CALABRIA AEROPORTO
119	REGGIO DI CALABRIA ARCHI
120	REGGIO DI CALABRIA BOCALE
121	REGGIO DI CALABRIA CATONA
116	REGGIO DI CALABRIA CENTRALE
122	REGGIO DI CALABRIA GALLICO
123	REGGIO DI CALABRIA LIDO
124	REGGIO DI CALABRIA OMECA
125	REGGIO DI CALABRIA PELLARO
2693	REGGIO DI CALABRIA PENTIMELE
126	REGGIO DI CALABRIA S.CATERINA
127	REGGIO DI CALABRIA S.GREGORIO
2331	REGGIO EMILIA
4054	REGGIO EMILIA AV MEDIOPADANA
5077	REMANZACCO
2335	REMEDELLO SOPRA
2336	REMEDELLO SOTTO
2337	RENATE-VEDUGGIO
2338	RESANA
2345	RHO
3098	RHO FIERA
128	RIACE
2349	RIARDO-PIETRAMELARA
129	RICADI-CAPO VATICANO
2350	RICCIONE
2351	RIDOTTI-COLLEPIANO
2352	RIETI
2354	RIGNANO SULL'ARNO REGGELLO
2355	RIGOLI
2356	RIGOMAGNO
307	RIGOROSO
2358	RIMINI
2346	RIMINI MIRAMARE
2347	RIMINI TORRE PEDRERA
2348	RIMINI VISERBA
3522	RIMINIFIERA
2359	RIO DI PUSTERIA
2361	RIOLA
309	RIOMAGGIORE
2362	RIONERO ATELLA RIPACANDIDA
2363	RIPABOTTONI S.ELIA
2364	RIPAFRATTA
2367	RIPARBELLA
2368	RISANO
310	RIVA TRIGOSO
311	RIVALTA SCRIVIA
5025	RIVAROLO
2373	RIVISONDOLI-PESCOCOSTANZO
2391	ROBBIO
2392	ROBECCO-PONTEVICO
2393	ROBILANTE
2394	ROCCA D'EVANDRO-S.VITTORE
2395	ROCCA DI CORNO
2396	ROCCA DI FONDI
130	ROCCA IMPERIALE
2397	ROCCA RAVINDOLA
131	ROCCABERNARDA
2400	ROCCALUMERA MANDANICI
2402	ROCCAPALUMBA-ALIA
2404	ROCCARASO
2405	ROCCASECCA
2406	ROCCASTRADA
2408	ROCCAVIONE
2409	ROCCAVIVI
1244	ROCCELLA
132	ROCCELLA JONICA
2410	ROCCHETTA CAIRO
2411	ROCCHETTA S.ANTONIO-LACEDONIA
2412	ROCCHETTA TANARO-CERRO
2413	RODALLO
2415	ROLO NOVI FABBRICO
3619	ROMA ANAGNINA
2374	ROMA AURELIA
2375	ROMA BALDUINA
2377	ROMA MONTE MARIO
3411	ROMA NOMENTANA LL
2378	ROMA NOMENTANA LM
2379	ROMA OSTIENSE
2381	ROMA PRENESTINA
2382	ROMA S.FILIPPO NERI
2383	ROMA S.PIETRO
2416	ROMA TERMINI
2385	ROMA TIBURTINA
2387	ROMA TRASTEVERE
2388	ROMA TUSCOLANA
2417	ROMAGNANO SESIA
2418	ROMAGNANO-VIETRI-SALVITELLE
2419	ROMANO
2420	ROMANORE
2421	ROMETTA MESSINESE
2423	RONCEGNO BAGNI-MARTER
2424	RONCHI DEI LEGIONARI NORD
313	RONCO SCRIVIA
2427	RONTA
2428	ROSA'
133	ROSARNO
134	ROSETO CAPO SPULICO
2429	ROSETO DEGLI ABRUZZI
2430	ROSIGNANO
2431	ROSOLINA
2432	ROSOLINI
135	ROSSANO
2433	ROSSANO VENETO
314	ROSSIGLIONE
2434	ROSTA
2435	ROTTOFRENO
2436	ROVASENDA
3509	ROVASENDA ALTA
2437	ROVATO
2438	ROVERBELLA
2440	ROVERETO
2443	ROVIANO
2444	ROVIGLIANO
2445	ROVIGO
2448	RUBIERA
2449	RUDALZA
2451	RUFINA
2452	RUSSI
2453	S.AGAPITO LONGANO
2454	S.AGATA DI MILITELLO
2455	S.AGATA SUL SANTERNO
2456	S.ALESSIO SICULO-FORZA D'AGRO'
2457	S.AMBROGIO
138	S.ANDREA DELLO JONIO
2460	S.ANNA DI CHIOGGIA
2461	S.ANNA ROBELLA
